Species 1,Species 2,Dist,type
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,JQ519892 Nais elinguis CE4096_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,JQ519893 Nais elinguis CE4099_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,JQ519895 Nais sp. morphotype A1 CE4103_{A1+2},0.1628,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,JQ519896 Nais sp. morphotype A1 CE4104_{A1+2},0.1628,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,JQ519898 Nais elinguis CE595_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,JQ519899 Nais sp. morphotype A3 CE632_{A3},0.1536,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,JQ519900 Nais elinguis CE638_{Nais elinguis},0.1536,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,JQ519901 Nais elinguis CE656_{Nais elinguis},0.1549,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,JQ519902 Nais elinguis CE856_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,KF000145 Nais sp. 4A-20118-1,0.1106,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN810253 Nais communis N3 295_{Nais communis},0.1567,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN810258 Nais elinguis N4 277_{Nais elinguis},0.1536,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN810259 Nais elinguis N4 148_{Nais elinguis},0.1536,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN810260 Nais elinguis N4 294_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN810261 Nais elinguis N4 292_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN810262 Nais elinguis N4 149_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN810263 Nais elinguis N4 291_{Nais elinguis},0.1536,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN810264 Nais elinguis N4 276_{Nais elinguis},0.1536,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN810265 Nais elinguis N4 217_{Nais elinguis},0.1536,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN810266 Nais elinguis N4 146_{Nais elinguis},0.1536,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN810267 Nais bretscheri N2 296_{Nais bretcheri},0.1045,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999253 Nais elinguis 546 N4_{Nais elinguis},0.1571,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999278 Nais elinguis 571 N4_{Nais elinguis},0.1536,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999283 Nais elinguis 572 N4_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999284 Nais elinguis 573 N4_{Nais elinguis},0.1536,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999285 Nais elinguis 574 N4_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999286 Nais elinguis 575 N4_{Nais elinguis},0.1551,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999289 Nais elinguis 578 N4_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999290 Nais elinguis 579 N4_{Nais elinguis},0.1536,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999292 Nais elinguis 581 N4_{Nais elinguis},0.1547,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999293 Nais elinguis 582 N4_{Nais elinguis},0.1576,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999296 Nais elinguis 585 N4_{Nais elinguis},0.1550,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999297 Nais elinguis 586 N4_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999298 Nais elinguis 587 N4_{Nais elinguis},0.1551,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999299 Nais elinguis 588 N4_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999300 Nais elinguis 589 N4_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999301 Nais elinguis 590 N4_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999302 Nais elinguis 591 N4_{Nais elinguis},0.1563,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999303 Nais elinguis 592 N4_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999304 Nais elinguis 593 N4_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999305 Nais elinguis 594 N4_{Nais elinguis},0.1531,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999325 Nais elinguis 618 N4_{Nais elinguis},0.1550,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999340 Nais elinguis 637 N4_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999344 Nais elinguis 642 N4_{Nais elinguis},0.1551,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999347 Nais elinguis 645 N4_{Nais elinguis},0.1546,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999348 Nais elinguis 646 N4_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999358 Nais elinguis 660 N4_{Nais elinguis},0.1590,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999360 Nais elinguis 662 N4_{Nais elinguis},0.1530,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999369 Nais elinguis 674 N4_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999371 Nais elinguis 676 N4_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LN999372 Nais elinguis 677 N4_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LT598616 Nais elinguis 888_{Nais elinguis},0.1551,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LT598618 Nais elinguis 895_{Nais elinguis},0.1551,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LT598622 Nais elinguis 900_{Nais elinguis},0.1551,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LT598623 Nais elinguis 903_{Nais elinguis},0.1551,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LT598624 Nais elinguis 904_{Nais elinguis},0.1587,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LT598626 Nais elinguis 910_{Nais elinguis},0.1521,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LT598627 Nais elinguis 911_{Nais elinguis},0.1551,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LT903795 Nais communis 992 N9_{Nais communis},0.1659,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LT903798 Nais elinguis 943 N4_{Nais elinguis},0.1536,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LT903804 Nais alpina 960 N8_{Nais alpina},0.1014,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LT903821 Nais elinguis 967 N4_{Nais elinguis},0.1551,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LT903836 Nais communis 983 N9_{Nais communis},0.1628,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LT903840 Nais elinguis 1022 N4_{Nais elinguis},0.1536,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LT903844 Nais christinae 1029 N11_{Nais christinae},0.1198,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LT903845 Nais communis 1030 N9_{Nais communis},0.1628,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LT904770 Nais alpina 1038 N8_{Nais alpina},0.1029,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LT905357 Nais pseudobtusa 1039 N13_{Nais pseudobtusa},0.1014,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,LT906401 Nais communis 965 N10_{Nais communis},0.1184,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,MF544513 Nais variabilis BIOUG08058-C08_{Nais variabilis},0.1214,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,MF544586 Nais variabilis BIOUG08058-C04_{Nais variabilis},0.1198,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,MG421681 Nais sp. BIOUG01720-E08,0.1252,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,MG421745 Nais sp. BIOUG27693-B02,0.0983,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,MG422590 Nais sp. BIOUG27693-B05,0.0983,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,MK047674 Nais communis NAIco IUCB_{Nais communis},0.0968,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,MW703541 Nais christinae ABWD 32_{Nais christinae},0.1372,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,MW703542 Nais sp. ABWD 33,0.1355,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,MW770354 Nais communis mitochondrion_{Nais communis},0.1920,unidentified
HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,OL374070 Nais pseudobtusa NP_{Nais pseudobtusa},0.1014,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519821 Nais sp. morphotype B CE1129_{B},0.1723,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519822 Nais sp. morphotype B CE1130_{B},0.1720,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519823 Nais sp. morphotype B CE1131_{B},0.1720,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519825 Nais sp. morphotype A2 CE1142_{A1+2},0.1979,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519826 Nais sp. morphotype A2 CE1143_{A1+2},0.1972,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519827 Nais sp. morphotype A3 CE1144_{A3},0.1446,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519828 Nais sp. morphotype A2 CE1145_{A1+2},0.1982,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519829 Nais sp. morphotype C CE1146_{C},0.1690,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519830 Nais sp. morphotype C CE1147_{C},0.1659,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519831 Nais sp. morphotype C CE1149_{C},0.1659,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519832 Nais sp. morphotype A2 CE1150_{A1+2},0.1979,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519833 Nais sp. morphotype C CE1151_{C},0.1659,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519834 Nais sp. morphotype A3 CE1152_{A3},0.1446,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519835 Nais sp. morphotype A3 CE1153_{A3},0.1446,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519836 Nais sp. morphotype C CE1155_{C},0.1659,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519838 Nais sp. morphotype A2 CE1173_{A1+2},0.1982,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519839 Nais sp. morphotype A2 CE1174_{A1+2},0.1972,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519840 Nais sp. morphotype A2 CE1175_{A1+2},0.1979,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519859 Nais sp. morphotype A1 CE2276_{A1+2},0.1842,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519872 Nais sp. morphotype A3 CE3492_{A3},0.1507,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519873 Nais sp. morphotype A1 CE3494_{A1+2},0.1842,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519875 Nais sp. morphotype A3 CE3500_{A3},0.1568,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519876 Nais sp. morphotype A3 CE3656_{A3},0.1507,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519878 Nais sp. morphotype A3 CE3771_{A3},0.1461,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519879 Nais sp. morphotype A2 CE3787_{A1+2},0.1948,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519882 Nais sp. morphotype A3 CE3907_{A3},0.1522,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519883 Nais sp. morphotype A3 CE3908_{A3},0.1522,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519884 Nais sp. morphotype A3 CE3910_{A3},0.1522,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519885 Nais sp. morphotype A3 CE3913_{A3},0.1522,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519886 Nais sp. morphotype A3 CE3923_{A3},0.1522,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519887 Nais sp. morphotype A3 CE3927_{A3},0.1522,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519888 Nais sp. morphotype A3 CE3947_{A3},0.1522,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519889 Nais sp. morphotype A2 CE3950_{A1+2},0.1918,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519895 Nais sp. morphotype A1 CE4103_{A1+2},0.1842,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519896 Nais sp. morphotype A1 CE4104_{A1+2},0.1842,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},JQ519899 Nais sp. morphotype A3 CE632_{A3},0.1507,unidentified
HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},MG421681 Nais sp. BIOUG01720-E08,0.0386,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,AF054193 Nais barbata_{Nais barbata},0.1136,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,AF534841 Nais variabilis NAIvaov_{Nais variabilis},0.1047,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,AF534842 Nais variabilis NAIvacm_{Nais variabilis},0.1127,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,AF534843 Nais bretscheri NAIbrrc_{Nais bretcheri},0.1059,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,AF534844 Nais variabilis NAI1bo_{Nais variabilis},0.1224,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,AF534845 Nais communis NAI2fd_{Nais communis},0.1417,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,GQ355369 Nais elinguis_{Nais elinguis},0.0609,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,GQ355370 Nais variabilis_{Nais variabilis},0.1093,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,GU902104 Nais alpina CE529_{Nais alpina},0.1064,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,HM377220 Nais sp. KSCLC013-09 BIOUG CAN :09PROBE-02108,0.0138,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,HQ961520 Nais variabilis BIOUG CAN :10PROBE-18527_{Nais variabilis},0.1201,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,HQ961571 Nais sp. JCOCH084-10 BIOUG CAN :10PROBE-18687,0.0988,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519821 Nais sp. morphotype B CE1129_{B},0.1570,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519822 Nais sp. morphotype B CE1130_{B},0.1568,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519823 Nais sp. morphotype B CE1131_{B},0.1568,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519824 Nais christinae CE1133_{Nais christinae},0.1248,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519825 Nais sp. morphotype A2 CE1142_{A1+2},0.1705,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519826 Nais sp. morphotype A2 CE1143_{A1+2},0.1713,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519827 Nais sp. morphotype A3 CE1144_{A3},0.1446,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519828 Nais sp. morphotype A2 CE1145_{A1+2},0.1707,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519829 Nais sp. morphotype C CE1146_{C},0.1408,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519830 Nais sp. morphotype C CE1147_{C},0.1400,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519831 Nais sp. morphotype C CE1149_{C},0.1400,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519832 Nais sp. morphotype A2 CE1150_{A1+2},0.1705,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519833 Nais sp. morphotype C CE1151_{C},0.1400,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519834 Nais sp. morphotype A3 CE1152_{A3},0.1446,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519835 Nais sp. morphotype A3 CE1153_{A3},0.1446,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519836 Nais sp. morphotype C CE1155_{C},0.1400,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519837 Nais christinae CE1161_{Nais christinae},0.1248,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519838 Nais sp. morphotype A2 CE1173_{A1+2},0.1707,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519839 Nais sp. morphotype A2 CE1174_{A1+2},0.1706,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519840 Nais sp. morphotype A2 CE1175_{A1+2},0.1705,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519841 Nais christinae CE1184_{Nais christinae},0.1202,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519842 Nais christinae CE1185_{Nais christinae},0.1202,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519843 Nais christinae CE1263_{Nais christinae},0.1273,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519844 Nais elinguis CE1916_{Nais elinguis},0.1549,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519845 Nais elinguis CE1917_{Nais elinguis},0.1583,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519846 Nais elinguis CE1919_{Nais elinguis},0.1533,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519847 Nais elinguis CE1920_{Nais elinguis},0.1567,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519848 Nais elinguis CE1923_{Nais elinguis},0.1538,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519849 Nais elinguis CE1924_{Nais elinguis},0.1537,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519850 Nais elinguis CE1927_{Nais elinguis},0.1541,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519851 Nais elinguis CE1955_{Nais elinguis},0.1568,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519852 Nais elinguis CE1959_{Nais elinguis},0.1537,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519853 Nais elinguis CE1960_{Nais elinguis},0.1537,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519854 Nais sp. morphotype A4 CE2043_{A4},0.0989,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519855 Nais sp. morphotype A4 CE2049_{A4},0.0991,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519856 Nais sp. morphotype A4 CE2087,0.1005,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519857 Nais elinguis CE2215_{Nais elinguis},0.1568,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519858 Nais elinguis CE2216_{Nais elinguis},0.1555,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519859 Nais sp. morphotype A1 CE2276_{A1+2},0.1659,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519860 Nais elinguis CE2796_{Nais elinguis},0.1568,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519861 Nais barbata CE2898_{Nais barbata},0.1020,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519862 Nais barbata CE2899_{Nais barbata},0.1020,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519863 Nais barbata CE2900_{Nais barbata},0.1020,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519864 Nais barbata CE2901_{Nais barbata},0.1020,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519865 Nais sp. morphotype A4 CE2910_{A4},0.1189,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519866 Nais sp. morphotype A4 CE2911_{A4},0.1187,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519867 Nais sp. morphotype A4 CE2912_{A4},0.1187,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519868 Nais elinguis CE2949_{Nais elinguis},0.1568,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519869 Nais elinguis CE3300_{Nais elinguis},0.1521,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519870 Nais elinguis CE3486_{Nais elinguis},0.1553,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519871 Nais elinguis CE3490_{Nais elinguis},0.1553,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519872 Nais sp. morphotype A3 CE3492_{A3},0.1537,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519873 Nais sp. morphotype A1 CE3494_{A1+2},0.1659,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519874 Nais elinguis CE3498_{Nais elinguis},0.1553,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519875 Nais sp. morphotype A3 CE3500_{A3},0.1507,unidentified
HQ961560 Nais sp. JCOCH069-10 BIOUG CAN :10PROBE-18672,JQ519876 Nais sp. morphotype A3 CE3656_{A3},0.1537,unidentified
